MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate
77303618,USFS 1078,,,0.002,0.010,16.7,1.1,125,17.6,90,45,13.6,27.2,0,,PM 2.5,5/1/2022 11:05:14 AM,5/1/2022 11:05:00 AM
77304378,USFS 1078,,,0.010,0.007,16.7,1.2,161,18.4,90,45,13.6,28.1,0,,PM 2.5,5/1/2022 12:05:13 PM,5/1/2022 12:05:00 PM
77305314,USFS 1078,,,0.018,0.017,16.7,0.9,195,19.1,89,45,13.7,27.9,0,,PM 2.5,5/1/2022 1:05:13 PM,5/1/2022 1:05:00 PM
77305869,USFS 1078,,,0.028,0.026,16.7,0.9,196,19.6,88,45,13.8,28.0,0,,PM 2.5,5/1/2022 2:05:13 PM,5/1/2022 2:06:00 PM
77306467,USFS 1078,,,0.007,0.007,16.7,1.0,174,20.2,83,44,13.9,27.4,0,,PM 2.5,5/1/2022 3:05:13 PM,5/1/2022 3:05:00 PM
77307005,USFS 1078,,,0.002,0.003,16.7,1.2,172,21.3,79,42,13.9,28.1,0,,PM 2.5,5/1/2022 4:05:13 PM,5/1/2022 4:05:00 PM
77307527,USFS 1078,,,-0.005,-0.005,16.7,1.1,234,23.0,73,39,13.9,30.0,0,,PM 2.5,5/1/2022 5:05:13 PM,5/1/2022 5:05:00 PM
77308173,USFS 1078,,,0.006,0.010,16.7,1.4,238,24.8,65,32,13.9,33.4,0,,PM 2.5,5/1/2022 6:05:14 PM,5/1/2022 6:05:00 PM
77309066,USFS 1078,,,0.011,0.008,16.7,1.2,190,25.2,63,30,13.9,34.1,0,,PM 2.5,5/1/2022 7:05:14 PM,5/1/2022 7:05:00 PM
77309973,USFS 1078,,,0.001,0.006,16.7,1.3,176,26.4,59,29,13.9,34.6,0,,PM 2.5,5/1/2022 8:05:13 PM,5/1/2022 8:05:00 PM
77310969,USFS 1078,,,0.012,0.010,16.7,1.3,170,26.9,56,26,13.9,36.4,0,,PM 2.5,5/1/2022 9:05:13 PM,5/1/2022 9:05:00 PM
77311745,USFS 1078,,,-0.000,-0.001,16.7,1.5,173,27.4,53,26,13.9,36.5,0,,PM 2.5,5/1/2022 10:05:13 PM,5/1/2022 10:05:00 PM
77312437,USFS 1078,,,0.015,0.021,16.7,1.2,198,27.0,55,26,13.9,36.4,0,,PM 2.5,5/1/2022 11:05:14 PM,5/1/2022 11:05:00 PM
77312841,USFS 1078,32.45256,-84.77654,,,,,,,,,,,,13.3,,5/1/2022 11:56:08 PM,5/1/2022 11:56:00 PM
77312915,USFS 1078,,,0.011,0.013,16.7,1.1,193,25.5,61,30,13.9,33.3,0,,PM 2.5,5/2/2022 12:05:13 AM,5/2/2022 12:05:00 AM
77313490,USFS 1078,,,0.019,0.007,16.6,0.5,240,22.3,74,37,14.0,29.7,0,,PM 2.5,5/2/2022 1:05:13 AM,5/2/2022 1:05:00 AM
77314210,USFS 1078,,,0.017,0.017,16.7,0.4,254,20.9,78,41,14.0,27.4,0,,PM 2.5,5/2/2022 2:05:13 AM,5/2/2022 2:06:00 AM
77314921,USFS 1078,,,-0.000,0.001,16.7,0.3,254,19.1,85,44,13.9,26.0,0,,PM 2.5,5/2/2022 3:05:13 AM,5/2/2022 3:05:00 AM
77315649,USFS 1078,,,0.013,0.009,16.7,0.3,263,18.4,88,45,13.8,25.8,0,,PM 2.5,5/2/2022 4:05:13 AM,5/2/2022 4:05:00 AM
77316227,USFS 1078,,,0.051,0.057,16.7,0.4,289,17.5,91,45,13.7,26.0,0,,PM 2.5,5/2/2022 5:05:13 AM,5/2/2022 5:05:00 AM
77316674,USFS 1078,,,0.018,-0.001,16.7,0.5,255,17.2,91,45,13.7,26.1,0,,PM 2.5,5/2/2022 6:05:13 AM,5/2/2022 6:05:00 AM
77317141,USFS 1078,,,0.008,0.022,16.7,0.4,341,16.4,92,45,13.7,25.3,0,,PM 2.5,5/2/2022 7:05:13 AM,5/2/2022 7:05:00 AM
77317719,USFS 1078,,,0.013,0.025,16.7,0.3,307,16.5,92,45,13.8,25.5,0,,PM 2.5,5/2/2022 8:05:13 AM,5/2/2022 8:06:00 AM
77318151,USFS 1078,,,0.014,0.011,16.7,0.3,303,16.7,92,45,13.8,25.6,0,,PM 2.5,5/2/2022 9:05:13 AM,5/2/2022 9:05:00 AM
77318650,USFS 1078,,,-0.003,-0.005,16.7,0.3,301,16.0,92,45,13.7,24.9,0,,PM 2.5,5/2/2022 10:05:14 AM,5/2/2022 10:06:00 AM
77320067,USFS 1078,,,0.027,0.024,16.7,0.4,87,16.2,92,45,13.8,25.2,0,,PM 2.5,5/2/2022 11:05:14 AM,5/2/2022 11:05:00 AM
77321909,USFS 1078,,,-0.005,-0.005,16.7,0.4,304,15.8,92,45,13.7,24.9,0,,PM 2.5,5/2/2022 12:05:14 PM,5/2/2022 12:06:00 PM
77323786,USFS 1078,,,0.013,0.011,16.7,0.6,121,17.2,92,45,13.8,26.4,0,,PM 2.5,5/2/2022 1:05:13 PM,5/2/2022 1:05:00 PM
77325308,USFS 1078,,,0.008,0.012,16.7,1.1,145,18.9,88,44,13.9,27.2,0,,PM 2.5,5/2/2022 2:05:14 PM,5/2/2022 2:05:00 PM
77326787,USFS 1078,,,-0.000,-0.003,16.7,1.1,160,20.6,82,42,13.9,28.2,0,,PM 2.5,5/2/2022 3:05:14 PM,5/2/2022 3:05:00 PM
77328324,USFS 1078,,,-0.005,-0.005,16.7,1.3,161,24.4,67,33,13.9,32.7,0,,PM 2.5,5/2/2022 4:05:14 PM,5/2/2022 4:07:00 PM
77329356,USFS 1078,,,-0.005,-0.005,16.7,1.6,172,26.6,59,27,13.9,36.1,0,,PM 2.5,5/2/2022 5:05:14 PM,5/2/2022 5:05:00 PM
77330418,USFS 1078,,,0.002,0.007,16.7,1.9,186,28.5,49,24,13.9,37.6,0,,PM 2.5,5/2/2022 6:05:14 PM,5/2/2022 6:05:00 PM
77331646,USFS 1078,,,0.036,0.037,16.7,2.0,166,29.1,46,23,13.9,37.9,0,,PM 2.5,5/2/2022 7:05:14 PM,5/2/2022 7:05:00 PM
77332509,USFS 1078,,,0.010,0.009,16.7,1.9,170,29.6,44,21,13.9,39.0,0,,PM 2.5,5/2/2022 8:05:13 PM,5/2/2022 8:05:00 PM
77333737,USFS 1078,,,0.002,0.004,16.7,1.6,178,29.7,43,21,13.9,39.2,0,,PM 2.5,5/2/2022 9:05:13 PM,5/2/2022 9:05:00 PM
77335266,USFS 1078,,,0.005,0.002,16.7,1.3,189,29.4,43,20,13.9,39.2,0,,PM 2.5,5/2/2022 10:05:14 PM,5/2/2022 10:06:00 PM
77336664,USFS 1078,,,0.009,0.010,16.7,1.2,189,28.6,46,22,13.9,37.4,0,,PM 2.5,5/2/2022 11:05:13 PM,5/2/2022 11:05:00 PM
77337517,USFS 1078,,,0.013,0.012,16.7,0.5,261,26.1,58,27,13.9,34.6,0,,PM 2.5,5/3/2022 12:05:14 AM,5/3/2022 12:06:00 AM
77338021,USFS 1078,,,0.007,0.014,16.6,0.4,293,23.2,70,34,13.9,31.0,0,,PM 2.5,5/3/2022 1:05:13 AM,5/3/2022 1:05:00 AM
77338503,USFS 1078,,,0.010,0.011,16.7,0.3,337,21.5,77,40,14.0,28.1,0,,PM 2.5,5/3/2022 2:05:14 AM,5/3/2022 2:05:00 AM
77338957,USFS 1078,,,0.013,0.013,16.7,0.5,276,21.1,80,43,13.9,27.1,0,,PM 2.5,5/3/2022 3:05:14 AM,5/3/2022 3:05:00 AM
77339421,USFS 1078,,,0.008,0.004,16.7,0.4,349,19.9,85,45,13.9,26.5,0,,PM 2.5,5/3/2022 4:05:14 AM,5/3/2022 4:05:00 AM
77339892,USFS 1078,,,0.019,0.019,16.7,0.4,313,19.3,87,45,13.8,26.6,0,,PM 2.5,5/3/2022 5:05:13 AM,5/3/2022 5:05:00 AM
77340339,USFS 1078,,,0.008,0.007,16.7,0.4,71,19.2,86,45,13.9,26.2,0,,PM 2.5,5/3/2022 6:05:14 AM,5/3/2022 6:05:00 AM
77340807,USFS 1078,,,-0.005,-0.005,16.7,0.6,285,18.9,85,45,13.8,25.9,0,,PM 2.5,5/3/2022 7:05:13 AM,5/3/2022 7:05:00 AM
77341416,USFS 1078,,,0.017,0.013,16.7,0.4,284,18.2,88,45,13.8,26.1,0,,PM 2.5,5/3/2022 8:05:13 AM,5/3/2022 8:05:00 AM
77342035,USFS 1078,,,0.019,0.016,16.7,0.3,311,17.3,90,45,13.8,25.5,0,,PM 2.5,5/3/2022 9:05:13 AM,5/3/2022 9:05:00 AM
77342867,USFS 1078,,,0.007,-0.001,16.7,0.4,315,16.7,92,45,13.7,25.6,0,,PM 2.5,5/3/2022 10:05:13 AM,5/3/2022 10:05:00 AM
77344368,USFS 1078,,,0.003,0.003,16.7,0.3,313,16.3,92,45,13.7,25.2,0,,PM 2.5,5/3/2022 11:05:13 AM,5/3/2022 11:05:00 AM
77346175,USFS 1078,,,-0.000,0.007,16.7,0.3,272,16.4,92,45,13.7,25.4,0,,PM 2.5,5/3/2022 12:05:14 PM,5/3/2022 12:05:00 PM
77347949,USFS 1078,,,0.023,0.022,16.7,0.5,102,17.8,91,44,13.8,26.5,0,,PM 2.5,5/3/2022 1:05:13 PM,5/3/2022 1:05:00 PM
77349213,USFS 1078,,,-0.005,-0.005,16.7,1.4,145,22.3,73,36,13.9,29.8,0,,PM 2.5,5/3/2022 2:05:14 PM,5/3/2022 2:06:00 PM
77350312,USFS 1078,,,0.005,0.005,16.7,1.6,167,25.3,60,29,13.9,33.7,0,,PM 2.5,5/3/2022 3:05:15 PM,5/3/2022 3:05:00 PM
77351480,USFS 1078,,,0.003,0.006,16.7,1.7,179,27.5,49,23,13.9,36.4,0,,PM 2.5,5/3/2022 4:05:15 PM,5/3/2022 4:06:00 PM
77352498,USFS 1078,,,0.006,0.011,16.7,1.7,182,28.8,45,21,13.8,38.2,0,,PM 2.5,5/3/2022 5:05:13 PM,5/3/2022 5:05:00 PM
77353565,USFS 1078,,,0.005,-0.000,16.7,2.3,166,29.3,41,21,13.8,38.2,0,,PM 2.5,5/3/2022 6:05:13 PM,5/3/2022 6:05:00 PM
77354855,USFS 1078,,,0.006,0.009,16.7,1.8,169,30.3,41,20,13.8,39.1,0,,PM 2.5,5/3/2022 7:05:13 PM,5/3/2022 7:05:00 PM
77356055,USFS 1078,,,0.003,0.002,16.7,2.0,177,30.5,40,20,13.8,39.5,0,,PM 2.5,5/3/2022 8:05:13 PM,5/3/2022 8:05:00 PM
77357265,USFS 1078,,,0.008,0.004,16.7,1.8,178,29.7,41,20,13.8,39.0,0,,PM 2.5,5/3/2022 9:05:13 PM,5/3/2022 9:05:00 PM
77358559,USFS 1078,,,0.003,0.007,16.7,1.7,178,30.2,38,19,13.8,39.2,0,,PM 2.5,5/3/2022 10:05:13 PM,5/3/2022 10:05:00 PM
77359746,USFS 1078,,,0.012,0.010,16.7,1.3,198,29.6,39,20,13.8,38.6,0,,PM 2.5,5/3/2022 11:05:13 PM,5/3/2022 11:05:00 PM
77360988,USFS 1078,32.45256,-84.77652,,,,,,,,,,,,14.0,,5/3/2022 11:56:10 PM,5/3/2022 11:56:00 PM
77361133,USFS 1078,,,0.018,0.021,16.7,0.7,243,26.8,50,24,13.9,35.2,0,,PM 2.5,5/4/2022 12:05:14 AM,5/4/2022 12:05:00 AM
77361710,USFS 1078,,,0.013,0.002,16.6,0.6,301,23.7,63,31,13.9,31.3,0,,PM 2.5,5/4/2022 1:05:14 AM,5/4/2022 1:06:00 AM
77362260,USFS 1078,,,0.006,0.009,16.7,0.4,330,21.8,71,36,13.9,28.4,0,,PM 2.5,5/4/2022 2:05:14 AM,5/4/2022 2:05:00 AM
77362728,USFS 1078,,,0.014,0.014,16.7,0.3,342,21.5,75,39,13.9,27.7,0,,PM 2.5,5/4/2022 3:05:15 AM,5/4/2022 3:05:00 AM
77363202,USFS 1078,,,0.012,0.011,16.7,0.4,285,20.3,79,42,13.9,26.5,0,,PM 2.5,5/4/2022 4:05:15 AM,5/4/2022 4:05:00 AM
77363681,USFS 1078,,,0.015,0.012,16.7,0.3,31,19.5,83,44,13.9,25.7,0,,PM 2.5,5/4/2022 5:05:13 AM,5/4/2022 5:05:00 AM
77364163,USFS 1078,,,0.005,0.013,16.7,0.3,169,18.8,85,45,13.9,25.4,0,,PM 2.5,5/4/2022 6:05:13 AM,5/4/2022 6:05:00 AM
77364714,USFS 1078,,,0.012,0.006,16.7,0.6,221,19.8,80,45,13.9,25.4,0,,PM 2.5,5/4/2022 7:05:14 AM,5/4/2022 7:05:00 AM
77365394,USFS 1078,,,0.002,-0.000,16.7,0.4,272,19.5,84,45,13.8,26.0,0,,PM 2.5,5/4/2022 8:05:14 AM,5/4/2022 8:05:00 AM
77366260,USFS 1078,,,0.008,0.017,16.7,0.3,263,18.5,88,45,13.8,26.3,0,,PM 2.5,5/4/2022 9:05:13 AM,5/4/2022 9:05:00 AM
77367183,USFS 1078,,,0.023,0.014,16.7,0.3,293,18.2,90,45,13.8,26.3,0,,PM 2.5,5/4/2022 10:05:14 AM,5/4/2022 10:06:00 AM
77368511,USFS 1078,,,0.011,0.020,16.7,0.3,251,17.5,92,45,13.7,26.1,0,,PM 2.5,5/4/2022 11:05:15 AM,5/4/2022 11:05:00 AM
77370510,USFS 1078,,,-0.005,-0.005,16.7,0.3,259,17.6,92,45,13.7,26.5,0,,PM 2.5,5/4/2022 12:05:14 PM,5/4/2022 12:05:00 PM
77372225,USFS 1078,,,0.019,0.016,16.7,0.9,140,20.6,86,42,13.9,28.5,0,,PM 2.5,5/4/2022 1:05:13 PM,5/4/2022 1:05:00 PM
77373636,USFS 1078,,,0.005,0.008,16.7,1.0,176,23.4,75,36,13.9,31.5,0,,PM 2.5,5/4/2022 2:06:32 PM,5/4/2022 2:07:00 PM
77374543,USFS 1078,,,0.004,-0.000,16.7,1.4,177,24.9,70,34,13.9,33.4,0,,PM 2.5,5/4/2022 3:05:13 PM,5/4/2022 3:05:00 PM
77376433,USFS 1078,,,0.003,0.008,16.7,1.4,179,27.0,63,30,13.9,35.8,0,,PM 2.5,5/4/2022 4:07:51 PM,5/4/2022 5:06:00 PM
77376429,USFS 1078,,,0.015,0.014,16.7,1.5,238,28.1,59,26,13.9,38.4,0,,PM 2.5,5/4/2022 5:05:14 PM,5/4/2022 5:05:00 PM
77377315,USFS 1078,,,0.009,0.005,16.7,1.7,181,29.3,54,24,13.9,39.3,0,,PM 2.5,5/4/2022 6:05:13 PM,5/4/2022 6:05:00 PM
77378527,USFS 1078,,,0.002,0.006,16.7,1.9,168,29.6,50,24,13.9,38.7,0,,PM 2.5,5/4/2022 7:05:13 PM,5/4/2022 7:05:00 PM
77379602,USFS 1078,,,0.006,-0.000,16.7,2.0,183,30.4,47,22,13.9,39.8,0,,PM 2.5,5/4/2022 8:05:14 PM,5/4/2022 8:05:00 PM
77381036,USFS 1078,,,0.001,0.009,16.7,1.5,185,30.6,43,20,13.9,40.2,0,,PM 2.5,5/4/2022 9:05:14 PM,5/4/2022 9:06:00 PM
77382568,USFS 1078,,,0.009,0.003,16.7,1.3,215,30.3,42,20,13.9,40.0,0,,PM 2.5,5/4/2022 10:05:14 PM,5/4/2022 10:05:00 PM
77383859,USFS 1078,,,0.014,0.017,16.7,0.9,259,28.9,48,22,13.9,38.1,0,,PM 2.5,5/4/2022 11:05:13 PM,5/4/2022 11:06:00 PM
77385080,USFS 1078,,,0.013,0.015,16.7,0.4,247,25.9,61,28,13.9,34.6,0,,PM 2.5,5/5/2022 12:05:14 AM,5/5/2022 12:05:00 AM
77385958,USFS 1078,,,0.020,0.008,16.6,0.6,298,23.4,72,35,13.9,31.1,0,,PM 2.5,5/5/2022 1:05:14 AM,5/5/2022 1:05:00 AM
77386414,USFS 1078,,,0.014,0.015,16.7,0.5,304,21.5,80,42,13.9,27.9,0,,PM 2.5,5/5/2022 2:05:14 AM,5/5/2022 2:05:00 AM
77386889,USFS 1078,,,0.015,0.021,16.7,0.4,298,20.8,82,44,13.9,26.8,0,,PM 2.5,5/5/2022 3:05:13 AM,5/5/2022 3:05:00 AM
77387384,USFS 1078,,,0.012,0.003,16.7,0.4,319,19.8,86,45,13.8,26.9,0,,PM 2.5,5/5/2022 4:05:13 AM,5/5/2022 4:05:00 AM
77387849,USFS 1078,,,0.006,0.003,16.7,0.4,288,19.4,89,45,13.8,27.0,0,,PM 2.5,5/5/2022 5:05:13 AM,5/5/2022 5:05:00 AM
77388300,USFS 1078,,,0.018,0.021,16.7,0.4,224,19.1,89,45,13.8,27.0,0,,PM 2.5,5/5/2022 6:05:13 AM,5/5/2022 6:05:00 AM
77388773,USFS 1078,,,0.001,0.015,16.7,0.5,305,18.4,91,45,13.7,27.1,0,,PM 2.5,5/5/2022 7:05:15 AM,5/5/2022 7:05:00 AM
77389237,USFS 1078,,,0.005,0.001,16.7,0.5,1,18.0,92,45,13.7,26.7,0,,PM 2.5,5/5/2022 8:05:14 AM,5/5/2022 8:05:00 AM
77389690,USFS 1078,,,0.015,0.017,16.7,0.5,243,17.7,92,45,13.7,26.6,0,,PM 2.5,5/5/2022 9:05:13 AM,5/5/2022 9:05:00 AM
77390144,USFS 1078,,,0.009,0.010,16.7,0.4,281,17.2,92,45,13.7,26.0,0,,PM 2.5,5/5/2022 10:05:13 AM,5/5/2022 10:05:00 AM
77391570,USFS 1078,,,0.012,0.004,16.7,0.4,15,16.9,92,45,13.7,25.8,0,,PM 2.5,5/5/2022 11:05:13 AM,5/5/2022 11:05:00 AM
77393584,USFS 1078,,,0.011,0.017,16.7,0.4,264,17.3,92,45,13.7,26.3,0,,PM 2.5,5/5/2022 12:05:14 PM,5/5/2022 12:05:00 PM
77395497,USFS 1078,,,0.014,0.009,16.7,0.6,98,20.0,88,43,13.9,28.1,0,,PM 2.5,5/5/2022 1:05:14 PM,5/5/2022 1:05:00 PM
77396569,USFS 1078,,,-0.005,-0.005,16.7,0.7,114,23.8,73,36,13.9,31.5,0,,PM 2.5,5/5/2022 2:05:13 PM,5/5/2022 2:05:00 PM
77397794,USFS 1078,,,-0.000,0.006,16.7,1.1,133,27.1,60,28,13.8,36.2,0,,PM 2.5,5/5/2022 3:05:13 PM,5/5/2022 3:05:00 PM
77399017,USFS 1078,,,0.015,0.005,16.7,1.2,214,29.3,51,23,13.8,39.3,0,,PM 2.5,5/5/2022 4:05:14 PM,5/5/2022 4:05:00 PM
77400325,USFS 1078,,,0.007,0.013,16.7,1.8,166,30.7,44,21,13.8,40.3,0,,PM 2.5,5/5/2022 5:05:13 PM,5/5/2022 5:06:00 PM
77401631,USFS 1078,,,0.010,0.007,16.7,1.8,184,31.1,42,20,13.8,40.6,0,,PM 2.5,5/5/2022 6:05:13 PM,5/5/2022 6:05:00 PM
77403002,USFS 1078,,,0.002,0.009,16.7,2.1,170,31.8,39,19,13.8,40.5,0,,PM 2.5,5/5/2022 7:05:13 PM,5/5/2022 7:06:00 PM
77404009,USFS 1078,,,0.008,0.007,16.7,2.0,185,32.4,36,18,13.8,41.5,0,,PM 2.5,5/5/2022 8:05:14 PM,5/5/2022 8:05:00 PM
77405081,USFS 1078,,,0.017,0.015,16.7,1.8,184,32.3,38,18,13.8,42.2,0,,PM 2.5,5/5/2022 9:05:13 PM,5/5/2022 9:05:00 PM
77406530,USFS 1078,,,0.009,0.006,16.7,1.4,198,31.1,43,20,13.8,40.9,0,,PM 2.5,5/5/2022 10:05:14 PM,5/5/2022 10:05:00 PM
77408338,USFS 1078,,,0.006,0.006,16.7,1.0,202,29.6,50,24,13.8,37.9,0,,PM 2.5,5/5/2022 11:05:14 PM,5/5/2022 11:05:00 PM
77409016,USFS 1078,32.45256,-84.7765,,,,,,,,,,,,12.6,,5/5/2022 11:57:03 PM,5/5/2022 11:57:00 PM
77409143,USFS 1078,,,0.003,0.007,16.7,0.7,251,28.1,50,25,13.8,35.8,0,,PM 2.5,5/6/2022 12:05:13 AM,5/6/2022 12:06:00 AM
77409705,USFS 1078,,,0.015,0.015,16.6,0.4,283,24.8,60,30,13.9,32.4,0,,PM 2.5,5/6/2022 1:05:13 AM,5/6/2022 1:05:00 AM
77410303,USFS 1078,,,0.009,0.005,16.7,0.3,320,22.6,69,35,13.9,29.4,0,,PM 2.5,5/6/2022 2:05:14 AM,5/6/2022 2:05:00 AM
77411040,USFS 1078,,,0.011,0.014,16.7,0.4,289,21.5,74,39,13.9,27.7,0,,PM 2.5,5/6/2022 3:05:14 AM,5/6/2022 3:05:00 AM
77411725,USFS 1078,,,0.009,0.009,16.7,0.4,233,20.9,76,41,13.9,26.7,0,,PM 2.5,5/6/2022 4:05:14 AM,5/6/2022 4:05:00 AM
77412177,USFS 1078,,,0.009,0.009,16.7,0.5,235,21.2,75,42,13.9,26.5,0,,PM 2.5,5/6/2022 5:05:14 AM,5/6/2022 5:05:00 AM
77412634,USFS 1078,,,0.013,0.010,16.7,0.5,233,20.5,78,43,13.9,26.1,0,,PM 2.5,5/6/2022 6:05:14 AM,5/6/2022 6:05:00 AM
77413095,USFS 1078,,,0.007,0.004,16.7,0.3,244,19.1,84,45,13.9,25.6,0,,PM 2.5,5/6/2022 7:05:14 AM,5/6/2022 7:05:00 AM
77413616,USFS 1078,,,0.020,0.032,16.7,0.4,240,18.4,89,45,13.7,26.3,0,,PM 2.5,5/6/2022 8:05:13 AM,5/6/2022 8:05:00 AM
77414241,USFS 1078,,,-0.002,-0.005,16.7,0.8,155,19.2,87,45,13.7,27.3,0,,PM 2.5,5/6/2022 9:05:13 AM,5/6/2022 9:05:00 AM
77414781,USFS 1078,,,-0.000,0.011,16.7,1.2,167,19.7,88,45,13.6,28.3,0,,PM 2.5,5/6/2022 10:05:14 AM,5/6/2022 10:05:00 AM
77416151,USFS 1078,,,0.010,0.011,16.7,0.9,188,19.7,89,45,13.7,28.5,0,,PM 2.5,5/6/2022 11:05:14 AM,5/6/2022 11:05:00 AM
77418021,USFS 1078,,,-0.003,-0.001,16.7,1.0,185,19.9,90,45,13.6,29.0,0,,PM 2.5,5/6/2022 12:05:13 PM,5/6/2022 12:05:00 PM
77419836,USFS 1078,,,-0.002,-0.004,16.7,1.6,180,20.7,90,46,13.5,30.2,0,,PM 2.5,5/6/2022 1:05:13 PM,5/6/2022 1:05:00 PM
77420872,USFS 1078,,,0.016,0.012,16.7,0.3,152,21.1,89,47,13.5,30.3,0,,PM 2.5,5/6/2022 2:05:14 PM,5/6/2022 2:06:00 PM
77421978,USFS 1078,,,0.017,0.023,16.7,0.3,179,22.1,81,43,13.9,29.1,0,,PM 2.5,5/6/2022 3:05:14 PM,5/6/2022 3:05:00 PM
77423106,USFS 1078,,,-0.005,-0.005,16.7,0.3,173,22.3,78,43,13.9,28.6,0,,PM 2.5,5/6/2022 4:05:14 PM,5/6/2022 4:06:00 PM
77424284,USFS 1078,,,-0.004,-0.003,16.7,0.8,178,24.2,73,39,13.9,30.8,0,,PM 2.5,5/6/2022 5:05:14 PM,5/6/2022 5:06:00 PM
77425514,USFS 1078,,,-0.001,-0.002,16.7,2.2,181,26.1,65,33,13.9,33.4,0,,PM 2.5,5/6/2022 6:05:14 PM,5/6/2022 6:05:00 PM
77426781,USFS 1078,,,0.005,0.004,16.7,2.6,189,28.2,50,26,13.9,35.5,0,,PM 2.5,5/6/2022 7:05:14 PM,5/6/2022 7:05:00 PM
77428144,USFS 1078,,,0.003,0.004,16.7,2.5,187,28.3,48,24,13.9,36.4,0,,PM 2.5,5/6/2022 8:05:14 PM,5/6/2022 8:05:00 PM
77429609,USFS 1078,,,0.004,0.003,16.7,2.3,194,28.2,47,23,13.9,36.8,0,,PM 2.5,5/6/2022 9:05:14 PM,5/6/2022 9:05:00 PM
77431556,USFS 1078,,,-0.000,0.001,16.7,2.0,206,28.0,42,22,13.9,35.9,0,,PM 2.5,5/6/2022 10:05:13 PM,5/6/2022 10:05:00 PM
77432661,USFS 1078,,,0.008,0.010,16.7,2.0,225,27.5,37,20,13.9,35.6,0,,PM 2.5,5/6/2022 11:05:13 PM,5/6/2022 11:05:00 PM
77433392,USFS 1078,,,0.008,0.006,16.7,1.8,228,25.6,45,24,13.9,32.3,0,,PM 2.5,5/7/2022 12:05:14 AM,5/7/2022 12:05:00 AM
77434378,USFS 1078,,,0.005,0.003,16.6,1.3,212,24.1,51,29,14.0,29.7,0,,PM 2.5,5/7/2022 1:05:13 AM,5/7/2022 1:06:00 AM
77435916,USFS 1078,,,0.010,0.013,16.7,0.8,211,22.4,55,31,14.0,27.8,0,,PM 2.5,5/7/2022 2:05:13 AM,5/7/2022 2:05:00 AM
77436566,USFS 1078,,,0.007,0.006,16.7,0.7,222,20.6,58,32,14.0,26.0,0,,PM 2.5,5/7/2022 3:05:13 AM,5/7/2022 3:05:00 AM
77437002,USFS 1078,,,0.006,0.005,16.7,0.8,232,19.3,61,34,14.0,24.3,0,,PM 2.5,5/7/2022 4:05:13 AM,5/7/2022 4:06:00 AM
77437437,USFS 1078,,,0.012,0.010,16.7,0.7,215,18.1,65,37,14.0,23.2,0,,PM 2.5,5/7/2022 5:05:13 AM,5/7/2022 5:05:00 AM
77437893,USFS 1078,,,0.004,0.009,16.7,0.5,201,17.0,68,39,14.0,22.1,0,,PM 2.5,5/7/2022 6:05:14 AM,5/7/2022 6:05:00 AM
77438360,USFS 1078,,,0.008,0.010,16.7,0.7,186,16.3,71,41,14.0,21.2,0,,PM 2.5,5/7/2022 7:05:14 AM,5/7/2022 7:05:00 AM
77438796,USFS 1078,,,0.015,0.011,16.7,0.5,212,15.1,78,44,14.0,20.5,0,,PM 2.5,5/7/2022 8:05:13 AM,5/7/2022 8:05:00 AM
77439270,USFS 1078,,,-0.004,-0.000,16.7,0.5,235,14.2,82,45,13.9,20.4,0,,PM 2.5,5/7/2022 9:05:13 AM,5/7/2022 9:05:00 AM
77439735,USFS 1078,,,0.007,-0.000,16.7,0.5,241,13.6,85,45,13.8,20.7,0,,PM 2.5,5/7/2022 10:05:14 AM,5/7/2022 10:06:00 AM
77440725,USFS 1078,,,0.004,0.013,16.7,0.4,225,13.1,87,45,13.8,20.7,0,,PM 2.5,5/7/2022 11:05:13 AM,5/7/2022 11:05:00 AM
77441793,USFS 1078,,,0.005,0.002,16.7,0.6,207,13.7,87,45,13.7,21.4,0,,PM 2.5,5/7/2022 12:05:14 PM,5/7/2022 12:05:00 PM
77442705,USFS 1078,,,0.002,-0.003,16.7,1.2,228,16.8,75,39,13.9,23.3,0,,PM 2.5,5/7/2022 1:05:13 PM,5/7/2022 1:05:00 PM
77443489,USFS 1078,,,-0.002,-0.005,16.7,1.9,302,19.1,60,31,13.9,26.0,0,,PM 2.5,5/7/2022 2:05:14 PM,5/7/2022 2:06:00 PM
77444059,USFS 1078,,,0.030,0.037,16.7,2.2,326,20.5,51,26,13.9,28.3,0,,PM 2.5,5/7/2022 3:05:14 PM,5/7/2022 3:05:00 PM
77444480,USFS 1078,32.45255,-84.7765,,,,,,,,,,,,12.1,,5/7/2022 3:57:39 PM,5/7/2022 3:58:00 PM
77444610,USFS 1078,,,0.042,0.045,16.7,0.3,316,22.1,47,24,13.9,30.3,0,,PM 2.5,5/7/2022 4:09:15 PM,5/7/2022 4:09:00 PM
77445237,USFS 1078,,,-0.002,0.001,16.1,0.3,323,23.6,42,23,13.9,31.4,256,,PM 2.5,5/7/2022 5:06:32 PM,5/7/2022 5:07:00 PM
77445946,USFS 1078,,,0.004,0.002,16.7,0.3,331,23.9,42,22,13.9,32.0,0,,PM 2.5,5/7/2022 6:05:13 PM,5/7/2022 6:05:00 PM
